Manga Title,Tag Name
Return of the Demonic Instructor,"Time Travel, Action, Long Strip, Martial Arts, Adventure, Fantasy, Web Comic, Adaptation, Full Color"
Blue Archive - 1 Hoshino a Day (Doujinshi),"Romance, Comedy, Sexual Violence, Doujinshi, Drama, School Life, Web Comic, Slice of Life, Full Color"
The Soaking-Wet Unnie Next Door Wants Me To Touch Her Down There?,"Oneshot, Long Strip, Romance, Girls' Love, Web Comic, Slice of Life, Full Color"
Would You Like to Marry for Money?,"Romance, Boys' Love, Adaptation"
Ginka and Gluna,"Monsters, Comedy, Adventure, Magic, Fantasy, Supernatural, Mystery"
I’m So Hungry I Could Eat Basashi,"Comedy, School Life, Slice of Life, Cooking"
Vigilante - My Hero Academia: Illegals,"Thriller, Sci-Fi, Monsters, Action, Romance, Comedy, Crime, Superhero, Drama, Delinquents, Monster Girls, Police, Slice of Life, Supernatural"
Metal Souls,"Award Winning, Action"
Ayashimon,"Action, Ghosts, Comedy, Martial Arts, Mafia, Supernatural, Mystery"
DodSleiE,"Award Winning, Action, Fantasy, Web Comic"
Let's La Gon,"Comedy, Drama, Slice of Life"
Ayakashi Triangle,"Reincarnation, Genderswap, Loli, Monsters, Action, Demons, Ghosts, Romance, Ninja, Comedy, Martial Arts, Crossdressing, Magic, Drama, School Life, Slice of Life, Supernatural, Mystery"
Phoenix,"Historical, Adventure, Philosophical, Tragedy"
"After Millions of Years, I Woke Up to Be a God!","Action, Long Strip, Adventure, Fantasy, Web Comic, Supernatural, Adaptation, Full Color"
Daydreaming in the Hidden Mountain,"Historical, Romance, Drama, Fantasy, Web Comic, Mystery"
"Saying you want to become a girl, what are you, homo? lol","Genderswap, Web Comic"
Full Metal Panic! Zero,"Thriller, Sci-Fi, Action, Psychological, Mecha, Military, School Life, Adaptation"
The Girl Who Never Wins,"Traditional Games, Girls' Love, School Life, Web Comic, Full Color, Gyaru"
"I'm a Villager, What About It?","Reincarnation, Time Travel, Loli, Monsters, Action, Romance, Adventure, Magic, Harem, Isekai, Drama, Fantasy, Monster Girls, Adaptation"
The Returned Extra Becomes a Genius,"Reincarnation, Time Travel, Action, Long Strip, Harem, Isekai, School Life, Supernatural, Adaptation, Full Color"
Aurora: A Song Through Space,"Sci-Fi, Action, Animals, Adventure, Self-Published, Drama, Supernatural, Mystery, Tragedy"
The High School Full of Zombies,"Zombies, School Life, Web Comic, Tragedy"
The Wife Who Can Read Her Husband's Mind,"Oneshot, Romance, Comedy, Web Comic, Slice of Life, Supernatural"
It's Not Meguro-san's First Time,"Romance, Drama, School Life, Slice of Life"
Dream-Colored Pastry Chef,"Award Winning, Romance, Comedy, Reverse Harem, School Life, Fantasy, Cooking"
Tsubame Amaya Episode:0,"Oneshot, Web Comic, Adaptation"
Outreijou,"Reincarnation, Genderswap, Action, Comedy, Mafia, Delinquents"
Strong Offension,"Long Strip, Romance, Boys' Love, Sexual Violence, Drama, School Life, Web Comic, Adaptation, Full Color"
"Put Down Your Sword, Darling!","Historical, Action, Long Strip, Comedy, Martial Arts, Adventure, Drama, Fantasy, Web Comic, Full Color"
Erika,"Thriller, Psychological, Gore, Horror"
Momentum,"Long Strip, Comedy, Boys' Love, Drama, Web Comic, Slice of Life"
The Unseen World,"Oneshot, Action, Demons, Ghosts, Self-Published, Gore, Horror, Monster Girls, Web Comic, Supernatural, Mystery"
Frau Rabbit,"Oneshot, Action, Magic, Military, Fantasy, Monster Girls"
Broken Heaven,"Self-Published, Magic, Military, Philosophical, Drama, Fantasy, Tragedy"
Li Mu,"Oneshot, Historical, Action, Drama, Tragedy"
Hanako-san of the 24th ward,"Sci-Fi, Action, Philosophical, Drama, School Life, Supernatural, Mystery"
Magical Girl Lyrical Nanoha StrikerS THE COMICS,"Sci-Fi, Action, Comedy, Drama, Fantasy"
Magical Girl Lyrical Nanoha A's,"Sci-Fi, Action, Comedy, Magical Girls, Drama, Fantasy"
The Legend Of The Hero Of The Legend Of The Hero Of The Legend,"Oneshot, Comedy, Philosophical, Web Comic"
[Kamikai] Ikemen Haishinsha ni Ria Totsu Shitemita,"Comedy, Boys' Love, Video Games"
The Sichuan Tang Clan’s Entomologist,"Reincarnation, Historical, Action, Animals, Long Strip, Romance, Comedy, Martial Arts, Adventure, Wuxia, Isekai, Drama, Fantasy, Adaptation, Full Color"
Diagonal,"Oneshot, Long Strip, Comedy, Office Workers, Girls' Love, Full Color"
Guardian of the Spirit,"Action, Martial Arts, Adventure, Drama, Fantasy, Supernatural, Adaptation"
Lucid Dream,"Monsters, Action, Long Strip, Adventure, Video Games, Magic, Fantasy, Web Comic, Supernatural, Mystery, Full Color"
Blooming Love,"Psychological, Romance, Comedy, Drama, School Life, Slice of Life"
Don't Tell Me You Think Cultivating Immortality Is Difficult?,"Action, Long Strip, Martial Arts, Adventure, Fantasy, Adaptation, Full Color"
The Night Ones,"Action, Ghosts, School Life, Horror, Supernatural"
HOT HEADS,"Reincarnation, Monsters, Action, Demons, Ghosts, Animals, Comedy, Crime, Zombies, Mafia, Self-Published, Office Workers, Delinquents, Police, Aliens, Supernatural"
Tiefling Adelphia,"Monsters, Action, Demons, Martial Arts, Adventure, Magic, Military, Philosophical, Gore, Fantasy, Full Color, Tragedy"
"Reincarnated Little Girl with Apology Cheats, Going My Own Way in Another World","Fantasy, Slice of Life"
My Impatient College Junior Girlfriend R-18 [FANBOX],"Romance, Web Comic"
Umamusume & Fate/Stay Night - Fate/Pretty Derby,"Comedy, Doujinshi, Drama, Fantasy"
ENT,"Long Strip, Romance, Drama, School Life, Slice of Life"
Free and easy harem in another world,"Action, Long Strip, Romance, Comedy, Harem, Web Comic, Full Color"
Made in Abyss: Made from Fortunes,"Sci-Fi, Monsters, Psychological, Survival, Adventure, Self-Published, Doujinshi, Gore, Horror, Fantasy, Web Comic, Supernatural, Mystery, Tragedy"
"Stepping on, Kicking, Loving","Romance, Comedy, Office Workers, Drama, Slice of Life"
Family Guy - The Succession War,"Monsters, Action, Demons, Survival, Martial Arts, Adventure, Self-Published, Magic, Fantasy, Web Comic, Supernatural, Full Color"
King of the Ants,"Thriller, Action, Psychological, Comedy, Crime, Martial Arts, Mafia, Adventure, Gore, Drama, Tragedy"
Tezmo Syndrome,"Comedy, Slice of Life"
Deathco,"Thriller, Action, Comedy, Survival, Mafia, Adventure, Gore, Drama, Horror, Delinquents, Tragedy"
Mobile Suit Gundam Twilight Axis,"Thriller, Sci-Fi, Action, Mecha, Survival, Adventure, Military, Drama, Supernatural, Adaptation, Tragedy"
Don't XX Ms. Tsukimine,"Romance, School Life, Vampires, Supernatural"
"To those who are Adults, and Senseis","Oneshot, Doujinshi, Philosophical, Fantasy, Web Comic, Full Color"
Helltaker,"Demons, Comedy, Video Games, Monster Girls, Web Comic, Slice of Life, Full Color"
Kingdom Hearts 358/2 Days,"Monsters, Action, Demons, Psychological, Animals, Comedy, Adventure, Video Games, Magic, Drama, Fantasy, Slice of Life, Supernatural, Mystery, Adaptation, Tragedy"
Stupid Snow,"Oneshot, Psychological, Horror, Mystery"
Helltask - Bosuke's Errand,"Oneshot, Monsters, Action, Demons, Comedy, Gore, Fantasy, Web Comic"
"A Star's Warmth, A Returning Dream","Romance, Video Games, Girls' Love, Slice of Life"
The Boxer,"Thriller, Award Winning, Action, Long Strip, Sports, Gore, Drama, Web Comic, Full Color"
Demon Instructor at the Royal Academy of Magic,"Action, Demons, Samurai, Adventure, Magic, Harem, Fantasy, Vampires, Supernatural, Adaptation"
Once Upon a Wicked Witch,"Oneshot, Magic, Drama, Fantasy"
Forget Me Now,"Time Travel, Long Strip, Romance, Boys' Love, Self-Published, School Life, Web Comic, Supernatural, Full Color"
When The Hero Crash Lands at Elephant and Castle,"Reincarnation, Monsters, Action, Long Strip, Romance, Superhero, Self-Published, Magic, Isekai, Fantasy, Web Comic, Supernatural, Full Color"
Faceapp TS manga,"Genderswap, Web Comic"
Kuro Kawa to Akunin,"Romance, Boys' Love, Web Comic"
Jun's Guts: A Collection of Gory and Bizarre Works,"Monsters, Psychological, Anthology, Sexual Violence, Gore, School Life, Horror, Supernatural, Tragedy"
I Want to Enjoy Slow Living,"Reincarnation, Comedy, Adventure, Magic, Isekai, Fantasy, Slice of Life, Adaptation"
2 am at the Table,"Girls' Love, School Life, Slice of Life, Supernatural, Mystery"
One Room of Happiness,"Thriller, Psychological, Romance, Crime, Drama, Police, Slice of Life, Tragedy"
Portrait of Yoiko,"Historical, Ghosts, Romance, Girls' Love, Drama, Fantasy, Supernatural, Mystery"
Dragon Ball AF (Toyotarou),"Action, Comedy, Martial Arts, Adventure, Doujinshi, Fantasy"
Nyako and Doctor,"Animals, Comedy, Web Comic, Slice of Life"
I'm Sukeban,"Loli, Monsters, Action, Romance, Ninja, Comedy, Incest, Crime, Sports, Martial Arts, Office Workers, Sexual Violence, Crossdressing, Harem, Gore, Drama, School Life, Fantasy, Delinquents, Shota, Police, Slice of Life, Supernatural"
Flowers and Silver,"Romance, Comedy, Boys' Love"
The Tale of the Elixir in the Royal Capital,"Action, Adventure"
Alice's Paradise,"Psychological, Romance, Drama, School Life, Fantasy, Slice of Life, Mystery"
Everyday Life in This Wonderful World!,"Reincarnation, Monsters, Action, Demons, Animals, Romance, Comedy, Adventure, Magic, Harem, Isekai, Fantasy, Monster Girls, Slice of Life, Supernatural"
Unrivaled Spear Ghost,"Historical, Action, Demons, Long Strip, Romance, Martial Arts, Adventure, Drama, Web Comic, Full Color"
Blame It All on the Alcohol,"Oneshot, Romance, Office Workers, Slice of Life"
How Pathetic We Are,"Oneshot, Romance, Drama, Music"
Lovely Tears,"Oneshot, Romance, School Life"
"JoJo's Bizarre Adventure, Part 5: Golden Wind - Digital Colored Comics","Official Colored, Action, Comedy, Crime, Mafia, Adventure, Drama, Slice of Life, Supernatural, Mystery, Tragedy"
Say It With Your Body,"Psychological, Long Strip, Romance, Self-Published, Office Workers, Girls' Love, Drama, Slice of Life, Full Color"
Threshold Of No Return,"Psychological, Self-Published, Drama, Fantasy, Full Color"
The Unimplemented Overlords have Joined the Party!,"Sci-Fi, Action, Adventure, Virtual Reality, Fantasy, Adaptation"
Mousou Miko-san ha Kyou mo Harenchi,Comedy
Ginrin Voice,"School Life, Slice of Life, Supernatural"
"Who Knows, I Might Get Eaten Soon","Romance, Boys' Love, School Life"
Singing the Superstar.,"Drama, Slice of Life, Music"
Worst Goddess in the World,"Romance, Anthology, Girls' Love, Drama"
Dangerous Heartbeat,"Psychological, Long Strip, Romance, Sexual Violence, Girls' Love, Drama, School Life, Delinquents, Web Comic, Full Color"
Wolf Constellation,"Historical, Romance, Crime, Mafia, Sexual Violence, Military, Drama, Supernatural"
That Time Only Akari Got Reincarnated as a Slime,"Reincarnation, Girls' Love, Isekai, Fantasy"
An Area Known for Real Demon Sightings During Setsubun,"Oneshot, Demons, Web Comic, Supernatural"
Disney Twisted-Wonderland: The Manga—Book of Octavinelle,"Magic, School Life, Adaptation"
Yu☆Gi☆Oh! 5D's,"Sports, Adventure, Fantasy, Supernatural"
Swallows by the Riverbank,"Oneshot, Historical, Girls' Love, Drama, Tragedy"
Mutou Black,"Historical, Action, Martial Arts"
Heart-pounding Magical Girl Koko-pure,"Loli, Comedy, Magical Girls, Girls' Love, Slice of Life"
Isourou Tenshi ~Hajimete no Chikyuu Seikatsu~,"Comedy, Fantasy, Slice of Life"
Captain Kid,"Historical, Action, Comedy, Adventure, Magic"
"I Thought My Childhood Friend Was a Guy All This Time, But…","Oneshot, Romance, Comedy, School Life, Web Comic"
The Idaten Deities Know Only Peace,"Action, Demons, Comedy, Adventure, Sexual Violence, Gore, Fantasy, Monster Girls, Supernatural"
Honkai Impact 3,"Sci-Fi, Historical, Monsters, Action, Video Games, Girls' Love, Fantasy, Web Comic, Supernatural, Full Color"
Migratory Birds & Snail,"Comedy, Adventure, Slice of Life"
Legend of Haniwa Forest,"Oneshot, Historical, Psychological, Drama"
Childhood Friends Yuri,"Girls' Love, School Life, Web Comic, Full Color"
"I've been reincarnated, but I'm all swept away by the stat Charm!  [Tateyomi]","Action, Long Strip, Comedy, Martial Arts, Adventure, Harem, Isekai, Fantasy, Full Color"
Thursday's Flut,"Animals, Comedy, Slice of Life"
VS EVIL,"Action, Gore, Horror, Fantasy, Supernatural"
It Appears That the Disappointing Villainess Will Die in Three Years,"Reincarnation, Romance, Reverse Harem, Isekai, Drama, School Life, Fantasy, Villainess, Adaptation"
Confession,"Oneshot, Romance, Boys' Love, Crossdressing, Full Color"
Wandering Witch: The Journey of Elaina,"Monsters, Action, Psychological, Ghosts, Animals, Comedy, Adventure, Magic, Drama, Fantasy, Slice of Life, Supernatural, Mystery, Adaptation, Tragedy"
Ankoku Delta,"Sci-Fi, Action, Supernatural"
This Gorilla Will Die In 1 Day,"Animals, 4-Koma, Drama, Slice of Life, Full Color, Tragedy"
My Avatars’ Path to Greatness,"Action, Long Strip, Isekai, Drama, Fantasy, Web Comic, Supernatural, Full Color"
My Boyfriend Is a God,"Long Strip, Romance, Fantasy"
Your Magic,"Demons, Long Strip, Boys' Love, Self-Published, Magic, Fantasy, Supernatural, Full Color"
A Complicated Sibling Relationship 4-Koma,"Comedy, Incest, Video Games, Harem, 4-Koma, School Life, Web Comic, Full Color"
"JoJo’s Bizarre Adventure, Part 6: Stone Ocean - Digital Colored Comics","Award Winning, Official Colored, Action, Comedy, Adventure, Gore, Drama, Supernatural, Mystery"
Natsu Hate no Unknown,"Romance, Boys' Love"
Combat Support AI “GAL”,"Sci-Fi, Romance, Mecha, Web Comic, Gyaru"
Ghost Town Stories-Trickle,"Monsters, Action, Demons, Ghosts, Adventure, Self-Published, Drama, Web Comic, Mystery"
The Embodiment of Sins,"Genderswap, Monsters, Self-Published, Gore, Fantasy"
B’t X,"Thriller, Sci-Fi, Monsters, Action, Psychological, Comedy, Mecha, Survival, Sports, Martial Arts, Adventure, Drama"
Kisses Come After Making A Wish,"Oneshot, Romance, Girls' Love, Doujinshi, Web Comic, Full Color"
Happy Moment,"Oneshot, Girls' Love, Slice of Life"
Ako and Bambi,"Ghosts, Romance, Drama, School Life, Web Comic, Slice of Life, Supernatural, Mystery"
You Dropped Your Shadow...,Oneshot
Keep This a Secret From the Laughing Kookaburra,"Oneshot, Psychological"
Captive Hero: A Disposable Swordsman Rises to Power in the Enemy Country,"Action, Gore, Drama, Fantasy, Tragedy"
I Won't Part With You!,"Award Winning, Romance, Boys' Love, Drama, School Life"
Actor x robber,"Long Strip, Comedy, Boys' Love, Mafia, Web Comic, Full Color"
Melting Boyfriend,"Oneshot, Award Winning, Psychological, Romance, Gore, Drama, Horror"
HELLPER,"Action, Long Strip, Comedy, Fantasy, Supernatural, Full Color"
Cipher,"Psychological, Romance, Drama, Slice of Life"
"I’ve Been Reborn as a Hated Villain, but for Some Reason People Around Me Won’t Leave Me Alone","Reincarnation, Comedy, Adventure, Isekai, Fantasy, Adaptation"
Ikkyu,"Historical, Drama"
Mobile Suit Crossbone Gundam,"Thriller, Sci-Fi, Action, Psychological, Romance, Comedy, Mecha, Survival, Adventure, Military, Drama"
Kekkaishi,"Award Winning, Action, Romance, Comedy, Adventure, Drama, School Life, Supernatural"
Front Door Forest,"Boys' Love, Drama, Web Comic, Slice of Life"
Nagai Go SF Masterpiece Collection,"Thriller, Sci-Fi, Time Travel, Monsters, Action, Demons, Psychological, Ghosts, Comedy, Mecha, Anthology, Incest, Crime, Survival, Adventure, Sexual Violence, Magic, Philosophical, Gore, Drama, Horror, Fantasy, Vampires, Aliens, Supernatural, Mystery, Tragedy"
The Return of the Disaster-Class Hero,"Monsters, Action, Long Strip, Comedy, Adventure, Magic, Fantasy, Web Comic, Supernatural, Adaptation, Full Color"
Cooking Papa,"Award Winning, Romance, Comedy, Office Workers, School Life, Slice of Life, Cooking, Mystery"
Make It Real,"Long Strip, Romance, Comedy, Girls' Love, Web Comic, Music, Full Color"
Re-Kan!,"Ghosts, Comedy, 4-Koma, School Life, Supernatural"
Can Unpopular Magical Girls Also Date?,"Long Strip, Romance, Superhero, Magical Girls, Drama, Fantasy, Web Comic, Full Color"
Otherworldly Overnight in the Car: Outrunner PHEV,"Time Travel, Comedy, Adventure, Magic, Isekai, Fantasy, Slice of Life, Adaptation"
Umineko WHEN THEY CRY Episode 1: Legend of the Golden Witch,"Psychological, Drama, Horror, Fantasy, Supernatural, Mystery"
Sesame and Rice Cake,"Animals, Long Strip, Girls' Love, Web Comic, Full Color"
"This Is Fate, So Give Up","Romance, Boys' Love"
Delirium,"Thriller, Psychological, Ghosts, Romance, Self-Published, Delinquents, Web Comic, Tragedy"
Circle 「Yurika」 Yuri Anthology 2 Kokuhaku no Sukimade x Kogarashi no Ruche,"Anthology, Girls' Love, Doujinshi, School Life"
The Great Underwear Battle of Qixi,"Oneshot, Romance, Girls' Love, Doujinshi, Web Comic, Full Color"
The Academy’s Genius Tamer,"Reincarnation, Action, Long Strip, Adventure, Isekai, Drama, School Life, Fantasy, Adaptation, Full Color"
Ai Terushii,"Thriller, Psychological, Comedy, Drama, Delinquents, Police, Supernatural, Mystery"
Shadow Eliminators,"Action, Drama, School Life, Supernatural"
Inside,"Oneshot, Thriller, Psychological, Video Games, Philosophical, Drama, Slice of Life"
Red Hood,"Monsters, Action, Animals, Adventure, Drama, Fantasy, Supernatural, Mystery"
Mashle,"Monsters, Action, Comedy, Martial Arts, Magic, School Life, Fantasy, Slice of Life, Supernatural"
My Hero Academia,"Sci-Fi, Monsters, Action, Superhero, Martial Arts, Adventure, Gore, School Life, Fantasy, Monster Girls, Supernatural"
The Legend of Zelda: Link's Hijinks,"Comedy, Adventure, Web Comic, Full Color"
Fate/kaleid liner PRISMA☆ILLYA,"Loli, Action, Comedy, Magical Girls, Fantasy"
